"";"PROBEID";"SYMBOL";"ENTREZID";"GENENAME";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"20";"10345715";"Map4k4";"26921";"mitogen-activated protein kinase kinase kinase kinase 4";0,271726787809682;11,5252919894335;2,30161031053613;0,0428149679745498;0,304748895471024;-3,85062834275029
"21";"10345777";"Il1rl2";"107527";"interleukin 1 receptor-like 2";0,333741887156586;5,9124273066253;1,42118975544156;0,184088050075039;0,500810528182821;-5,09181767411292
"22";"10345824";"Il18rap";"16174";"interleukin 18 receptor accessory protein";0,19823517211328;6,90547588124765;0,561931197717302;0,585881631007542;0,802306874625816;-5,88186392270285
"23";"10345913";"Nck2";"17974";"non-catalytic region of tyrosine kinase adaptor protein 2";0,293986721343316;10,1008816334582;2,18748126786914;0,052156897712457;0,318906438493556;-4,02538880337876
"24";"10345930";"Tpp2";"22019";"tripeptidyl peptidase II";0,083706113101039;11,1171767609076;0,820380090620703;0,43011309279004;0,709621419772189;-5,70584107993568
"25";"10346000";"Gulp1";"70676";"GULP, engulfment adaptor PTB domain containing 1";0,612254328040319;4,85073395978247;1,42314974475861;0,183533361558562;0,500769790274033;-5,08942356461596
"26";"10346074";"Wdr75";"73674";"WD repeat domain 75";0,149414760465014;10,7133536605741;1,2071449503176;0,253697627873488;0,562233825964172;-5,33940264722136
"27";"10346164";"Cavin2";"20324";"caveolae associated 2";0,481518290279883;7,26878989470679;1,67089955153103;0,124049496060009;0,423370001684294;-4,77056189617725
"28";"10346191";"Stat1";"20846";"signal transducer and activator of transcription 1";-0,514257387526239;11,1694516883247;-2,46672864860148;0,0321089852752453;0,275037922196622;-3,59361710220221
"29";"10346235";"Hibch";"227095";"3-hydroxyisobutyryl-Coenzyme A hydrolase";0,101735943303911;8,82506922133769;0,731319720867324;0,48048354951467;0,74102301500215;-5,7732193699287
"30";"10346260";"Osgepl1";"72085";"O-sialoglycoprotein endopeptidase-like 1";-0,0611849722131996;9,5184601425296;-0,630465465377361;0,541781331336027;0,778245190073687;-5,8410664381475
"31";"10346298";"Coq10b";"67876";"coenzyme Q10B";-0,0799327617320014;10,305468333988;-0,783206955871681;0,450698865798185;0,724515915085775;-5,73479658509032
"32";"10346321";"Gm10561";"628004";"predicted gene 10561";0,281483370950389;4,92931224396517;1,55332822094127;0,149755285562521;0,45949702190435;-4,9257348030286
"33";"10346330";"Plcl1";"227120";"phospholipase C-like 1";0,0225065676962934;7,23604030711517;0,202415106226921;0,843435668399283;0,934593016839817;-6,02146370354155
"34";"10346348";"Spats2l";"67198";"spermatogenesis associated, serine-rich 2-like";-0,594887050347969;10,2426191186265;-2,67822840342871;0,022158445706451;0,247480963108237;-3,25931992404182
"35";"10346365";"Sgo2a";"68549";"shugoshin 2A";0,365720087407194;8,04013491902947;2,35194951330779;0,0392283680712565;0,298476713585647;-3,77274267152762
"36";"10346374";"Aox1";"11761";"aldehyde oxidase 1";-0,0753614520849002;10,854455805916;-0,345378803745706;0,736585179133094;0,879815752778584;-5,98129320280323
"37";"10346410";"Aox3";"71724";"aldehyde oxidase 3";-0,762603895013461;8,80290403222413;-2,16372821991347;0,054333256894254;0,32281060336061;-4,06140595787263
"38";"10346562";"Cflar";"12633";"CASP8 and FADD-like apoptosis regulator";0,212973181820901;8,27167252355781;0,882063548148481;0,397359240607964;0,680621670895947;-5,65522479996783
"39";"10346564";"Casp8";"12370";"caspase 8";-0,018924171394211;12,3783811362179;-0,185155877038009;0,856611811903945;0,941336304814109;-6,02490932964297
"40";"10346576";"Stradb";"227154";"STE20-related kinase adaptor beta";-0,243919205039584;10,2106813234824;-1,73560152683125;0,111649818498158;0,406330296824414;-4,68248756078038
"41";"10346607";"Fzd7";"14369";"frizzled class receptor 7";0,102611405215765;9,58990365750629;0,539622496028277;0,600640778096441;0,811352661389256;-5,89419557089936
"42";"10346651";"Bmpr2";"12168";"bone morphogenetic protein receptor, type II (serine/threonine kinase)";0,0564183008935046;11,7719890089121;0,386061708810819;0,707108699872092;0,862846033145195;-5,96611107339177
"43";"10346668";"Fam117b";"72750";"family with sequence similarity 117, member B";0,0571590857482871;10,4626742126488;0,533248334334319;0,604893047942241;0,812748168213572;-5,89763253460136
"44";"10346838";"Pard3b";"72823";"par-3 family cell polarity regulator beta";0,136473270679273;8,16974704026817;0,742884102034651;0,473740268649759;0,738854291148594;-5,76485949089586
"45";"10346843";"Nrp2";"18187";"neuropilin 2";-0,223174077017177;8,9095857952164;-0,564465514278264;0,584217227981848;0,801719203315368;-5,88043333451219
"46";"10346970";"Pikfyve";"18711";"phosphoinositide kinase, FYVE type zinc finger containing";0,112707055421183;9,66614689658477;0,997450756920367;0,340833619963616;0,639220480899982;-5,5522446044703
"47";"10347117";"Cps1";"227231";"carbamoyl-phosphate synthetase 1";-0,52565500196973;8,3957144348;-2,36388835452333;0,0384215023572885;0,296787099639634;-3,75420613574295
"48";"10347277";"Igfbp2";"16008";"insulin-like growth factor binding protein 2";-0,111714059721995;8,82330223409098;-0,514917733226688;0,617207178246576;0,820446128910544;-5,90730110501071
"49";"10347282";"Rufy4";"435626";"RUN and FYVE domain containing 4";0,0987677585241826;7,24322608299523;0,861985492864736;0,407827205431182;0,689218470717033;-5,67204779556411
"50";"10347310";"Pnkd";"56695";"paroxysmal nonkinesiogenic dyskinesia";-0,0689620056582552;9,64571031681233;-0,514483092770912;0,617500686587967;0,820446128910544;-5,90752646986365
"51";"10347335";"Slc11a1";"18173";"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1";-0,262747419471175;8,95652566197662;-1,38279214707115;0,195244423184423;0,513094451323477;-5,13827729663649
"52";"10347364";"Vil1";"22349";"villin 1";-0,31535076948084;9,45956381262349;-1,09287593820664;0,29873167318383;0,602090246786313;-5,45931941529109
"53";"10347417";"Bcs1l";"66821";"BCS1-like (yeast)";-0,0647563847658041;9,91999061705045;-0,451956408253809;0,660434286612847;0,836462192303518;-5,93805484580486
"54";"10347481";"Cyp27a1";"104086";"cytochrome P450, family 27, subfamily a, polypeptide 1";-0,394214210635361;11,0195839193507;-2,0700897394685;0,0637851595657199;0,338963020728826;-4,20204220791258
"55";"10347888";"Ccl20";"20297";"chemokine (C-C motif) ligand 20";-0,266950112952587;7,69129546801819;-0,938727903614018;0,368827353256319;0,660496875422457;-5,60597561322908
"56";"10347948";"Sp100";"20684";"nuclear antigen Sp100";-1,03713455455407;7,16245108143947;-1,59106563472682;0,141034879424064;0,446495566820034;-4,87664679424541
"57";"10348000";"2810459M11Rik";"72792";"RIKEN cDNA 2810459M11 gene";-0,450225803772263;8,77539803494471;-3,80045671820252;0,00315580105046214;0,154431437918596;-1,48093499317372
"58";"10348194";"Efhd1";"98363";"EF hand domain containing 1";-0,116294898392516;6,60621249707454;-0,477808828822881;0,642514883320613;0,832039559288623;-5,92588989130168
"59";"10348234";"Neu2";"23956";"neuraminidase 2";-0,0483461032563657;7,76947463652306;-0,26387745493767;0,796948250698489;0,91215211769507;-6,00672700534215
"60";"10348424";"Sh3bp4";"98402";"SH3-domain binding protein 4";0,258708258195426;9,53813949352231;1,85345160752167;0,0919116779070979;0,380156288002055;-4,51767470822167
"61";"10348432";"Agap1";"347722";"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1";0,257394133685859;10,9590795344873;2,44070546261444;0,0336032818368602;0,280950008767818;-3,63439891419356
"62";"10348471";"Mlph";"171531";"melanophilin";-0,0251493061526045;8,59693921208988;-0,169604241555401;0,86852386528469;0,946883047737207;-6,02775294060077
"63";"10348493";"Lrrfip1";"16978";"leucine rich repeat (in FLII) interacting protein 1";0,0301701485708037;10,0063377224588;0,253176878676941;0,804988163990122;0,917371307803482;-6,00956869702228
"64";"10348537";"Ramp1";"51801";"receptor (calcitonin) activity modifying protein 1";0,0491643022978883;7,25760975216765;0,257356939906135;0,801844585736165;0,914819102324231;-6,00847243590524
"65";"10348547";"Ube2f";"67921";"ubiquitin-conjugating enzyme E2F (putative)";0,192676118618271;9,13087093692317;1,68948242029634;0,120367495230427;0,417828343566632;-4,74545195698533
"66";"10348580";"Klhl30";"70788";"kelch-like 30";0,4657909516613;7,18431360772096;2,163159287752;0,0543864340218721;0,32281060336061;-4,06226702267834
"67";"10348590";"Erfe";"227358";"erythroferrone";0,317204324908348;8,20435990197425;1,68447771189341;0,121349369745836;0,419800989407032;-4,75222951281739
"68";"10348653";"Gpc1";"14733";"glypican 1";0,13467386479657;9,53190841396143;0,731968663510687;0,48010356241747;0,74102301500215;-5,77275336647034
"69";"10348666";"Dusp28";"67446";"dual specificity phosphatase 28";0,25129575328193;8,72665001287274;2,25727192579195;0,0462350561081818;0,306033975271984;-3,91883927193308
"70";"10348702";"Agxt";"11611";"alanine-glyoxylate aminotransferase";0,0503597293737528;7,77074140971968;0,426239907768121;0,678483947912062;0,847687354912289;-5,94951081869681
"71";"10348739";"Sned1";"208777";"sushi, nidogen and EGF-like domains 1";0,208608953521535;8,05129342116618;1,38529040871507;0,194501623259181;0,513094451323477;-5,13528039463998
"72";"10349081";"Phlpp1";"98432";"PH domain and leucine rich repeat protein phosphatase 1";0,189510617048802;9,31432142755747;1,95132228455891;0,0780152105000479;0,3583051522966;-4,37693355163016
"73";"10349174";"Serpinb8";"20725";"serine (or cysteine) peptidase inhibitor, clade B, member 8";-0,328205879092099;7,92392205791523;-1,37869582798497;0,196467526033261;0,513954997226184;-5,14318332643332
"74";"10349295";"Tfcp2l1";"81879";"transcription factor CP2-like 1";-0,2890937680923;9,83972714454532;-1,50754385977448;0,160964636145532;0,472351189517388;-4,98432852801689
"75";"10349319";"Sctr";"319229";"secretin receptor";0,0527769387830972;7,2766066630245;0,311996612918096;0,76111135412347;0,894739911122393;-5,99251800645937
"76";"10349383";"Slc35f5";"74150";"solute carrier family 35, member F5";-0,203542160132788;11,2911050238231;-1,96301356616583;0,0764925218993764;0,355881319168121;-4,35990742995636
"77";"10349401";"Gpr39";"71111";"G protein-coupled receptor 39";0,119842092984371;10,6534033702595;0,891482009931248;0,392513323293693;0,67781848710792;-5,64721915444536
"78";"10349404";"Mgat5";"107895";"mannoside acetylglucosaminyltransferase 5";0,20042665594795;9,7927559857637;1,98338875331544;0,0739049571264102;0,352176204146978;-4,33013184558528
"79";"10349431";"Acmsd";"266645";"amino carboxymuconate semialdehyde decarboxylase";-0,406509258982586;8,92280996526762;-0,644546749200889;0,53296003121796;0,77213021936373;-5,8321463337836
"80";"10349580";"Pigr";"18703";"polymeric immunoglobulin receptor";-0,483449975197141;8,77699157754862;-1,41670851750051;0,185361611887976;0,501759154259579;-5,09728329949216
"81";"10349637";"Fam72a";"108900";"family with sequence similarity 72, member A";0,0825725641901007;6,68885241767;0,44472896691595;0,6654848099927;0,839100606115945;-5,94133965339738
"82";"10349648";"Ctse";"13034";"cathepsin E";-0,0547212399249108;7,94801304290843;-0,345003666540752;0,73685915266949;0,87989651759945;-5,98142553477329
"83";"10349661";"Rab7b";"226421";"RAB7B, member RAS oncogene family";-0,10895209618092;7,74005966174151;-0,243454693299107;0,812313561597578;0,920737519532602;-6,01204985934738
"84";"10349694";"Pm20d1";"212933";"peptidase M20 domain containing 1";-0,252405127551093;10,142978556654;-2,82460003148745;0,0171312931634987;0,225636119150922;-3,02594446544614
"85";"10349711";"Slc41a1";"98396";"solute carrier family 41, member 1";0,17528734629161;9,5878894395476;1,35939987361226;0,202315783848147;0,518184697682367;-5,16616062125416
"86";"10349724";"Rab29";"226422";"RAB29, member RAS oncogene family";-0,253299241712789;9,58125779559347;-2,14028471477962;0,056566082932576;0,32688984007768;-4,0968228746636
"87";"10349773";"Klhdc8a";"213417";"kelch domain containing 8A";0,0701688386882529;7,31751913003936;0,648307575411532;0,530618203168645;0,77079819191417;-5,82973326849951
"88";"10349782";"Nuak2";"74137";"NUAK family, SNF1-like kinase, 2";0,189130210768642;11,6405260731798;0,840502020878861;0,419234899545145;0,700274038898071;-5,68967838236322
"89";"10349793";"Dstyk";"213452";"dual serine/threonine and tyrosine protein kinase";0,188316506645648;9,38314121628091;1,53229692937986;0,154817031028737;0,465735881725453;-4,95278349391241
"90";"10349872";"Plekha6";"240753";"pleckstrin homology domain containing, family A member 6";-0,0546129102582711;8,56245263705505;-0,456919124520808;0,656976577198309;0,835292615902665;-5,93576990419382
"91";"10349932";"Etnk2";"214253";"ethanolamine kinase 2";-0,324441507047327;7,8688232000211;-2,27536794913111;0,044808503556592;0,306033975271984;-3,89104629539491
"92";"10350046";"Kdm5b";"75605";"lysine (K)-specific demethylase 5B";0,0808205305892429;11,3096506220841;0,706335997006813;0,495255047374463;0,748041477805178;-5,7908768479769
"93";"10350136";"Csrp1";"13007";"cysteine and glycine-rich protein 1";0,12312640532909;12,3840204926407;0,812301831110667;0,434532788996593;0,712742022213513;-5,71223367400077
"94";"10350159";"Lad1";"16763";"ladinin";0,43975233469838;8,63579965309147;1,72645696314727;0,113331732829517;0,409093049694897;-4,69504402801443
"95";"10350173";"Tnnt2";"21956";"troponin T2, cardiac";0,208632081523049;10,0577312802201;0,46886336385648;0,648689170811628;0,832599277154531;-5,93017248973761
"96";"10350247";"Kif21b";"16565";"kinesin family member 21B";0,192618868887567;7,96187451995041;1,24265202435989;0,240858632314028;0,550115913138476;-5,3003262939604
"97";"10350339";"Mir181a-1";"735252";"microRNA 181a-1";0,237329414465505;4,39812303389563;1,37516996958776;0,197525442129971;0,514277541949732;-5,14739825842854
"98";"10350341";"Mir181b-1";"723890";"microRNA 181b-1";0,552231046005009;6,68735765675952;1,37116062588162;0,198734226362221;0,515068090653412;-5,15218228368075
"99";"10350392";"Aspm";"12316";"abnormal spindle microtubule assembly";-0,180524874946498;6,45251180449425;-1,29423452330615;0,223147672674601;0,537619966515465;-5,24209883401234
"100";"10350425";"F13b";"14060";"coagulation factor XIII, beta subunit";-0,572746689378054;8,15181504347522;-1,25100686384828;0,23791500771633;0,548066609718763;-5,29101124014655
"101";"10350516";"Ptgs2";"19225";"prostaglandin-endoperoxide synthase 2";1,07314364116894;9,37067856039235;3,72276178501305;0,00360040385131988;0,158887387351725;-1,60124783505946
"102";"10350594";"Ivns1abp";"117198";"influenza virus NS1A binding protein";0,0275486357351031;11,656996209643;0,201343621215479;0,844252251156741;0,934885484316051;-6,02168647950617
"103";"10350630";"Fam129a";"63913";"family with sequence similarity 129, member A";0,348583986988685;7,48117783637501;1,40734718498746;0,188046190587596;0,506673673333906;-5,10866419275731
"104";"10350689";"Ncf2";"17970";"neutrophil cytosolic factor 2";-0,137362532842331;6,79631141768616;-0,724343396896023;0,484580380427751;0,743648451971828;-5,7782055761659
"105";"10350733";"Rgs16";"19734";"regulator of G-protein signaling 16";0,346408127080981;8,53926073153986;1,06717361515876;0,309662714479592;0,614362109454233;-5,48501436039066
"106";"10350742";"Rnasel";"24014";"ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)";-0,0468079648592834;6,91405073777522;-0,220708199624065;0,829525019354255;0,928299773588279;-6,01747953308374
"107";"10350749";"Teddm1b";"433365";"transmembrane epididymal protein 1B";-0,196569261001426;7,61111581047911;-0,815241465488189;0,432921012611591;0,71135633132171;-5,70991384727582
"108";"10350766";"Stx6";"58244";"syntaxin 6";0,17471869890432;10,34658236146;1,51872790971382;0,15816125803864;0,469081825404276;-4,97011499342173
"109";"10350864";"Sec16b";"89867";"SEC16 homolog B (S. cerevisiae)";-0,333480204569561;9,96633043027219;-1,6471057439274;0,128910751835181;0,431767073620166;-4,80248776885219
"110";"10350977";"4930523C07Rik";"67647";"RIKEN cDNA 4930523C07 gene";-0,0748963667829337;8,78225243535197;-0,811950794977156;0,434725524519722;0,712742022213513;-5,71251020553953
"111";"10351013";"Rc3h1";"381305";"RING CCCH (C3H) domains 1";0,138644030478108;9,56958483261624;0,775884259745346;0,454828482678597;0,72723835841017;-5,74036086631558
"112";"10351015";"Serpinc1";"11905";"serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1";-0,511854492575688;10,8298112579813;-1,8021642230916;0,100072830220337;0,390451425267876;-4,59006299843362
"113";"10351035";"Gas5";"14455";"growth arrest specific 5";0,305056009523827;8,81879910973784;0,824466490641849;0,427888820319294;0,708263458291069;-5,70258633618155
"114";"10351099";"Tnfsf18";"240873";"tumor necrosis factor (ligand) superfamily, member 18";0,746743073126194;6,0301602948943;2,0235477970367;0,0690431299333654;0,344714565425796;-4,27107368987152
"115";"10351179";"Mettl18";"69962";"methyltransferase like 18";-0,150400270509921;7,81469627424048;-0,849316346019214;0,414528654761844;0,695219075649821;-5,68249136478107
"116";"10351224";"F5";"14067";"coagulation factor V";-0,399204762253129;9,16004374889118;-1,34152732108875;0,207861657945311;0,523267302874063;-5,18724520690646
"117";"10351269";"Ccdc181";"74895";"coiled-coil domain containing 181";-0,252782362374687;8,09287997547668;-1,7177056235146;0,114962694502014;0,41000398777071;-4,70702763995698
"118";"10351293";"Dpt";"56429";"dermatopontin";0,599038506368942;6,13681640571236;2,0746391097004;0,063291997259021;0,338441877631568;-4,19526217397433
"119";"10351347";"Creg1";"433375";"cellular repressor of E1A-stimulated genes 1";-0,370023674201121;12,0201187576216;-2,13250171978838;0,0573264941219971;0,32688984007768;-4,10855132408773
"120";"10351380";"Ildr2";"100039795";"immunoglobulin-like domain containing receptor 2";0,383903569414024;8,5096351871594;2,33410326887624;0,040465233555571;0,301012451011093;-3,80040601250778
"121";"10351414";"Aldh9a1";"56752";"aldehyde dehydrogenase 9, subfamily A1";-0,257853090203552;11,2384734135924;-3,11317324552819;0,0103241081210765;0,204667377790872;-2,56437504799614
"122";"10351430";"Rxrg";"20183";"retinoid X receptor gamma";-0,488482612712895;7,7779178288937;-2,47700591903729;0,0315369481836256;0,273809152905358;-3,57748631167024
"123";"10351491";"Olfml2b";"320078";"olfactomedin-like 2B";0,00489415127012371;10,172093854859;0,032056962218698;0,975023955216201;0,98806840509629;-6,04207328423076
"124";"10351546";"Apoa2";"11807";"apolipoprotein A-II";-0,51312395191839;12,1694210748868;-4,3122128095614;0,00134843915585778;0,125530533017165;-0,708278557039554
"125";"10351551";"Adamts4";"240913";"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4";0,248944911704726;7,53692438456076;1,2109217493765;0,252306472886859;0,560865243057736;-5,33528594103387
"126";"10351792";"Slamf9";"98365";"SLAM family member 9";0,103561419223976;9,71189136045339;0,406629026231876;0,692392708893161;0,853784025961357;-5,95781185482988
"127";"10351801";"Igsf9";"93842";"immunoglobulin superfamily, member 9";0,379872270089111;9,14785022105321;1,58375833487336;0,142687766022887;0,447552788977842;-4,88620653654417
"128";"10351852";"Crp";"12944";"C-reactive protein, pentraxin-related";-0,561953249797186;9,76306665089063;-1,34487033691598;0,206814802612794;0,522701754611519;-5,18331598100379
"129";"10351867";"Aim2";"383619";"absent in melanoma 2";0,0132803799829055;7,33580491646822;0,0538181877074952;0,958083755526885;0,981286591180412;-6,04110725531702
"130";"10351880";"Ifi208";"100033459";"interferon activated gene 208";0,0134417360087049;4,99445980393054;0,0902165010754796;0,929802060815955;0,970528658892358;-6,03839810249984
"131";"10352000";"Kmo";"98256";"kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)";-0,553634080211001;9,27600303078695;-3,20086426580569;0,00885730920660885;0,200622316245006;-2,42434416489733
"132";"10352092";"Zbtb18";"30928";"zinc finger and BTB domain containing 18";-0,125668609314886;9,32653044790846;-1,20031091933305;0,256230441959392;0,563895105931413;-5,34682743291076
"133";"10352097";"1700016C15Rik";"69428";"RIKEN cDNA 1700016C15 gene";-0,222788907490688;6,38826620471536;-1,94782255600015;0,0784764865760256;0,358438479822342;-4,38202172479284
"134";"10352119";"Desi2";"78825";"desumoylating isopeptidase 2";-0,163673639454675;10,5101506754651;-1,68220354851817;0,121797904793643;0,42049276654948;-4,75530563019147
"135";"10352143";"Kif26b";"269152";"kinesin family member 26B";0,121529080018608;7,83227086593261;0,645867100512102;0,532137179161867;0,771472743036642;-5,83130062521484
"136";"10352194";"Cdc42bpa";"226751";"CDC42 binding protein kinase alpha";0,210429777967416;10,8868046565117;0,951477195943643;0,362613606130628;0,654432450609152;-5,59454000658482
"137";"10352234";"Itpkb";"320404";"inositol 1,4,5-trisphosphate 3-kinase B";0,5145045870763;8,82320598953947;1,92516412679984;0,0815249181624727;0,363570212508984;-4,41486779012256
"138";"10352267";"Lin9";"72568";"lin-9 homolog (C. elegans)";0,223523908889657;8,28379883849792;1,53026396310949;0,155314127761829;0,466678033387379;-4,95538620000196
"139";"10352320";"Tmem63a";"208795";"transmembrane protein 63a";0,164819504242425;10,1109469704429;0,970742997343052;0,353367131282326;0,646947399443652;-5,57701617885949
"140";"10352439";"Susd4";"96935";"sushi domain containing 4";-0,266250742371376;9,03618531645474;-0,578479386361175;0,575059493897014;0,795642569320615;-5,87241381666922
"141";"10352448";"Dusp10";"63953";"dual specificity phosphatase 10";-0,483664807314527;11,8173024461695;-2,13455119909221;0,0571253183196929;0,32688984007768;-4,10546434932777
"142";"10352661";"Ptpn14";"19250";"protein tyrosine phosphatase, non-receptor type 14";0,141648381681811;10,049776444244;1,02358740185654;0,328887236324904;0,627482227198831;-5,52747183276638
"143";"10352722";"D730003I15Rik";"100504360";"RIKEN cDNA D730003I15 gene";-0,213360009486085;7,08648653841863;-1,49359977100607;0,164519989101909;0,476962813447724;-5,00195791631454
"144";"10352735";"Ints7";"77065";"integrator complex subunit 7";0,105622708517933;10,774237304786;1,25500444806914;0,23651688916233;0,54780206830264;-5,28653818991067
"145";"10352756";"Lpgat1";"226856";"lysophosphatidylglycerol acyltransferase 1";-0,0444210495793165;11,6235442516854;-0,570106867373012;0,580521377226727;0,798050957513495;-5,87722719190651
"146";"10352767";"Nek2";"18005";"NIMA (never in mitosis gene a)-related expressed kinase 2";0,304796475791572;7,53936358539535;2,46639215843336;0,0321278853711188;0,275037922196622;-3,59414500974161
"147";"10352794";"Gm10516";"100038712";"predicted gene 10516";0,117651949433352;7,06844529560668;1,08952267431502;0,300140846554438;0,603970973934883;-5,46269903019376
"148";"10352798";"Kcnh1";"16510";"potassium voltage-gated channel, subfamily H (eag-related), member 1";0,509767673513247;7,92512712646231;2,19911979384143;0,051121206794199;0,316776708767472;-4,00769390359316
"149";"10352815";"Irf6";"54139";"interferon regulatory factor 6";-0,702210037983114;10,3982548043904;-2,79298228815875;0,0181105546358623;0,229777661942503;-3,07644348283743
"150";"10352838";"Lamb3";"16780";"laminin, beta 3";0,011490782008007;10,029702471873;0,0638079345546492;0,950313895589496;0,980762476515596;-6,04049991578169
"151";"10352954";"Hmgb3";"15354";"high mobility group box 3";-0,00545274893540793;10,7372394032405;-0,0566615987148313;0,955871695069389;0,980864943312192;-6,0409448820922
"152";"10352957";"Rgs20";"58175";"regulator of G-protein signaling 20";0,475114018308127;7,62582313268997;2,017605109943;0,0697431415680979;0,346018047635852;-4,27984332642008
"153";"10353010";"Mybl1";"17864";"myeloblastosis oncogene-like 1";0,201601777392703;9,13985897743999;0,454978953756481;0,658327369457291;0,835670685341609;-5,93666605098059
"154";"10353036";"Tcf24";"100039596";"transcription factor 24";-0,0897258620926014;7,97928120279026;-0,270043144662215;0,792326774204039;0,90920852750958;-6,00503694662874
"155";"10353117";"Slco5a1";"240726";"solute carrier organic anion transporter family, member 5A1";-0,131856049195175;6,79307574874221;-0,781552454286162;0,451629783763417;0,725093689528421;-5,73605783104088
"156";"10353181";"Lactb2";"212442";"lactamase, beta 2";-0,196690037282385;11,2780556161215;-1,86760440227114;0,0897697793499283;0,378076041660486;-4,4975282645836
"157";"10353309";"Jph1";"57339";"junctophilin 1";0,470687228712296;7,0537981044088;2,44753788872163;0,0332044894261056;0,280339972168144;-3,62370055449382
"158";"10353420";"Mcm3";"17215";"minichromosome maintenance complex component 3";0,146958310968115;8,35764009722315;1,44214056287593;0,178232006954902;0,496447549558796;-5,06611469725893
"159";"10353438";"Tram2";"170829";"translocating chain-associating membrane protein 2";0,109930078966219;10,6146517035732;0,811545382335405;0,434948185772463;0,712742022213513;-5,7128294423576
"160";"10353549";"Fam135a";"68187";"family with sequence similarity 135, member A";0,123925917689997;10,7005457548052;1,34925120352261;0,205449591431536;0,521589132823934;-5,17815671971894
"161";"10353689";"Phf3";"213109";"PHD finger protein 3";0,0783468035626669;11,9335594298499;0,894811629848674;0,390810058857439;0,676468758839227;-5,64437165990149
